sale_id,date,product_id,region_id,channel_id,units_sold,revenue,discount
45,2023-02-02,1082,1001,387010,8,8000.0,0.0
46,2024-11-30,1009,1011,387010,1,800.0,0.0
47,2024-12-21,1003,1011,688043,1,760.0,0.05
48,2024-10-05,1036,1034,757135,1,750.0,0.0
49,2022-10-19,1188,1019,794130,1,150.0,0.0
50,2024-04-29,1094,1018,517509,1,500.0,0.0
51,2023-02-13,1098,1013,517509,8,3600.0,0.0
52,2024-06-03,1079,1026,606020,1,650.0,0.0
53,2024-10-11,1071,1034,554605,1,750.0,0.0
54,2023-06-25,1075,1025,606020,1,450.0,0.0
55,2022-01-15,1108,1005,678490,1,400.0,0.0
56,2024-12-09,1023,1044,756746,1,1200.0,0.0
57,2023-04-05,1103,1042,240932,4,2400.0,0.0
58,2024-06-03,1147,1013,636916,1,700.0,0.0
59,2024-05-23,1046,1037,387010,2,1000.0,0.0
60,2021-04-04,1194,1016,728312,1,250.0,0.0
61,2024-01-30,1122,1028,765544,1,250.0,0.0
62,2024-10-29,1027,1014,636916,1,350.0,0.0
63,2024-09-06,1093,1001,387010,1,237.5,0.05
64,2023-08-30,1053,1017,636916,1,1330.0,0.05
65,2024-02-15,1133,1003,688043,1,400.0,0.0
66,2024-01-04,1122,1024,728312,2,500.0,0.0
67,2024-06-22,1006,1027,240932,5,5000.0,0.0
68,2022-11-16,1116,1008,794130,1,900.0,0.0
69,2023-12-31,1052,1019,554605,4,2200.0,0.0
70,2021-02-04,1133,1040,757135,1,400.0,0.0
71,2024-07-19,1144,1043,688043,1,300.0,0.0
72,2023-09-12,1068,1024,517509,1,600.0,0.0
73,2023-04-29,1149,1023,387010,1,250.0,0.0
74,2024-07-01,1087,1024,728312,1,400.0,0.0
75,2023-10-02,1058,1012,765544,1,800.0,0.0
76,2024-09-20,1010,1042,794130,1,500.0,0.0
77,2022-11-16,1196,1025,606020,5,1250.0,0.0
78,2024-11-24,1012,1005,636916,1,600.0,0.0
79,2024-12-21,1135,1024,536398,1,250.0,0.0
80,2024-08-07,1094,1035,678490,1,500.0,0.0
81,2020-12-12,1147,1013,554605,1,700.0,0.0
82,2023-01-20,1123,1026,765544,1,200.0,0.0
83,2022-06-14,1110,1030,554605,2,1000.0,0.0
84,2020-07-17,1141,1039,554605,1,250.0,0.0
85,2024-07-21,1096,1022,240932,1,300.0,0.0
86,2024-06-12,1032,1031,240932,1,300.0,0.0
87,2023-05-03,1046,1025,240932,1,500.0,0.0
88,2024-06-30,1118,1032,606020,1,300.0,0.0
89,2019-08-05,1196,1030,387010,1,250.0,0.0
90,2023-06-04,1093,1032,240932,2,500.0,0.0
91,2024-12-30,1049,1033,688043,7,9800.0,0.0
92,2021-01-28,1157,1041,240932,1,200.0,0.0
93,2021-09-12,1161,1004,765544,1,250.0,0.0
94,2022-07-13,1171,1023,688043,1,300.0,0.0
95,2024-11-22,1026,1044,483036,1,400.0,0.0
96,2022-12-01,1126,1005,240932,1,250.0,0.0
97,2024-11-24,1033,1042,756746,1,400.0,0.0
98,2022-10-09,1173,1003,756746,1,200.0,0.0
99,2024-06-07,1056,1020,483036,1,800.0,0.0
100,2024-06-12,1068,1028,554605,1,600.0,0.0
101,2024-08-21,1021,1015,794130,1,650.0,0.0
102,2024-04-08,1104,1019,554605,5,2250.0,0.0
103,2021-07-05,1110,1005,765544,1,500.0,0.0
104,2021-07-20,1194,1036,765544,2,500.0,0.0
105,2024-05-08,1016,1022,606020,1,750.0,0.0
106,2020-12-26,1129,1024,240932,1,450.0,0.0
107,2023-12-30,1203,1043,636916,1,200.0,0.0
108,2024-03-16,1106,1018,794130,1,450.0,0.0
109,2019-11-30,1191,1042,728312,1,150.0,0.0
110,2022-10-16,1098,1026,483036,1,450.0,0.0
111,2024-12-13,1033,1022,794130,1,400.0,0.0
112,2024-12-11,1043,1017,517509,1,600.0,0.0
113,2023-12-17,1176,1003,483036,1,200.0,0.0
114,2021-06-16,1168,1044,757135,1,250.0,0.0
115,2023-10-27,1174,1013,536398,4,1200.0,0.0
116,2024-06-23,1071,1022,757135,7,4987.5,0.05
117,2024-02-20,1043,1006,240932,1,600.0,0.0
118,2024-10-26,1050,1021,636916,1,800.0,0.0
119,2021-06-22,1156,1038,517509,5,3000.0,0.0
120,2022-09-13,1162,1037,688043,1,380.0,0.05
121,2021-01-14,1137,1033,606020,2,400.0,0.0
122,2024-12-18,1004,1032,688043,4,3600.0,0.0
123,2022-07-01,1191,1043,387010,1,142.5,0.05
124,2024-07-29,1058,1021,765544,1,800.0,0.0
125,2024-11-04,1052,1025,728312,5,2200.0,0.2
126,2024-10-27,1002,1023,387010,1,1000.0,0.0
127,2021-12-17,1135,1029,517509,1,250.0,0.0
128,2020-08-28,1137,1002,240932,1,200.0,0.0
129,2024-10-06,1002,1013,483036,6,6000.0,0.0
130,2019-04-08,1194,1009,688043,1,250.0,0.0
131,2024-07-02,1021,1007,636916,1,650.0,0.0
132,2022-12-18,1089,1034,240932,8,6400.0,0.0
133,2024-12-18,1072,1007,483036,1,550.0,0.0
134,2024-07-16,1020,1024,756746,4,4400.0,0.0
135,2024-05-06,1097,1035,756746,1,380.0,0.05
136,2024-09-26,1006,1022,606020,2,2000.0,0.0
137,2023-10-20,1059,1038,483036,1,350.0,0.0
138,2023-06-15,1098,1017,728312,1,450.0,0.0
139,2024-03-10,1039,1039,765544,1,950.0,0.0
140,2024-08-29,1134,1022,794130,1,300.0,0.0
141,2024-04-30,1096,1044,606020,1,285.0,0.05
142,2024-11-28,1085,1025,517509,1,1100.0,0.0
143,2024-07-02,1026,1031,483036,1,400.0,0.0
144,2023-11-11,1178,1036,387010,2,600.0,0.0
145,2024-11-05,1004,1027,606020,2,1800.0,0.0
146,2024-07-01,1150,1043,636916,1,300.0,0.0
147,2023-03-22,1159,1026,794130,1,190.0,0.05
148,2022-04-08,1163,1039,240932,1,350.0,0.0
149,2024-12-06,1094,1005,678490,1,500.0,0.0
150,2024-11-15,1020,1010,483036,1,1100.0,0.0
151,2023-08-09,1070,1013,554605,1,550.0,0.0
152,2024-09-29,1049,1028,757135,2,2800.0,0.0
153,2024-11-29,1079,1037,387010,1,617.5,0.05
154,2024-03-24,1052,1042,688043,1,550.0,0.0
155,2024-03-15,1182,1034,728312,2,800.0,0.0
156,2021-03-26,1126,1027,794130,1,225.0,0.1
157,2022-05-27,1104,1013,757135,1,450.0,0.0
158,2023-09-20,1108,1033,483036,8,2880.0,0.1
159,2023-12-19,1053,1003,606020,1,1400.0,0.0
160,2024-11-23,1040,1012,688043,1,750.0,0.0
161,2022-11-28,1144,1026,387010,1,285.0,0.05
162,2024-04-17,1067,1035,756746,1,700.0,0.0
163,2022-08-14,1109,1010,756746,1,350.0,0.0
164,2024-11-10,1138,1013,688043,1,350.0,0.0
165,2024-09-09,1114,1036,536398,1,450.0,0.0
166,2024-10-10,1138,1041,240932,1,350.0,0.0
167,2019-11-04,1162,1023,794130,1,380.0,0.05
168,2023-02-17,1179,1006,387010,1,350.0,0.0
169,2024-08-21,1149,1014,554605,1,250.0,0.0
170,2023-12-15,1038,1044,240932,2,1330.0,0.05
171,2024-09-14,1097,1037,483036,1,400.0,0.0
172,2023-05-04,1078,1021,606020,1,450.0,0.0
173,2023-05-20,1087,1005,536398,1,400.0,0.0
174,2021-08-06,1154,1033,240932,1,150.0,0.0
175,2024-11-28,1159,1024,387010,4,800.0,0.0
176,2018-06-09,1198,1021,688043,1,150.0,0.0
177,2024-12-04,1003,1016,240932,1,800.0,0.0
178,2024-05-08,1130,1004,756746,1,400.0,0.0
179,2021-09-30,1170,1025,240932,1,200.0,0.0
180,2023-02-20,1041,1036,794130,1,600.0,0.0
181,2024-11-21,1014,1033,240932,1,700.0,0.0
182,2024-05-26,1161,1010,756746,1,250.0,0.0
183,2022-06-13,1180,1003,606020,3,900.0,0.0
184,2023-12-04,1115,1013,728312,1,400.0,0.0
185,2023-06-03,1067,1026,536398,1,700.0,0.0
186,2023-07-17,1110,1011,483036,1,500.0,0.0
187,2021-06-15,1119,1040,387010,1,350.0,0.0
188,2023-01-13,1188,1037,757135,1,150.0,0.0
189,2024-11-18,1043,1012,536398,1,600.0,0.0
190,2024-05-12,1042,1016,387010,1,712.5,0.05
191,2024-11-15,1059,1041,636916,1,350.0,0.0
192,2024-09-29,1194,1019,636916,1,250.0,0.0
193,2024-12-05,1017,1032,636916,1,810.0,0.1
194,2022-11-26,1122,1015,536398,1,250.0,0.0
195,2024-11-12,1062,1035,794130,4,2400.0,0.0
196,2024-02-09,1082,1014,765544,2,2000.0,0.0
197,2023-06-21,1187,1040,387010,2,1000.0,0.0
198,2023-03-06,1113,1041,554605,1,350.0,0.0
199,2023-06-15,1157,1017,240932,3,600.0,0.0
200,2022-11-23,1145,1005,483036,8,3600.0,0.0
201,2024-06-13,1136,1025,240932,2,600.0,0.0
202,2022-08-28,1183,1028,240932,1,250.0,0.0
203,2021-09-22,1140,1012,387010,1,300.0,0.0
204,2023-02-09,1107,1042,794130,1,350.0,0.0
205,2024-07-21,1045,1032,536398,2,1300.0,0.0
206,2023-10-25,1182,1007,728312,4,1600.0,0.0
207,2024-01-26,1064,1018,517509,1,350.0,0.0
208,2024-02-29,1060,1016,678490,1,450.0,0.1
209,2024-07-22,1110,1027,688043,1,500.0,0.0
210,2023-12-15,1119,1036,606020,1,350.0,0.0
211,2024-12-03,1017,1008,483036,1,900.0,0.0
212,2024-07-03,1120,1037,240932,1,570.0,0.05
213,2024-05-11,1093,1029,757135,1,225.0,0.1
214,2024-04-25,1117,1018,757135,1,500.0,0.0
215,2024-10-26,1001,1041,765544,1,1200.0,0.0
216,2024-10-13,1001,1040,678490,1,1200.0,0.0
217,2024-09-29,1063,1019,636916,1,1100.0,0.0
218,2022-09-28,1127,1010,757135,1,350.0,0.0
219,2024-04-14,1096,1036,765544,1,285.0,0.05
220,2022-11-09,1156,1034,756746,1,600.0,0.0
221,2024-04-15,1065,1013,756746,1,700.0,0.0
222,2023-04-16,1074,1010,678490,1,550.0,0.0
223,2024-08-30,1040,1002,554605,2,1500.0,0.0
224,2023-10-05,1078,1005,765544,4,1800.0,0.0
225,2022-05-18,1072,1010,240932,1,550.0,0.0
226,2022-09-02,1116,1002,483036,1,900.0,0.0
227,2024-10-29,1006,1033,688043,1,1000.0,0.0
228,2023-09-25,1191,1025,554605,1,150.0,0.0
229,2020-11-12,1193,1018,636916,1,180.0,0.1
230,2024-11-09,1027,1009,728312,1,350.0,0.0
231,2024-11-25,1007,1009,606020,1,800.0,0.0
232,2020-09-03,1192,1009,636916,1,150.0,0.0
233,2024-12-07,1042,1022,240932,1,750.0,0.0
234,2021-07-31,1153,1014,387010,1,200.0,0.0
235,2024-11-02,1009,1023,757135,1,800.0,0.0
236,2022-12-22,1133,1022,536398,2,800.0,0.0
237,2022-04-10,1119,1012,483036,1,350.0,0.0
238,2023-05-12,1190,1041,536398,1,200.0,0.0
239,2020-03-01,1191,1031,765544,1,150.0,0.0
240,2024-11-26,1021,1002,688043,1,650.0,0.0
241,2021-09-20,1160,1038,757135,3,750.0,0.0
242,2019-12-29,1166,1012,678490,1,300.0,0.0
243,2023-11-21,1089,1020,536398,1,800.0,0.0
244,2024-12-29,1101,1042,483036,1,400.0,0.0
245,2024-01-18,1151,1030,606020,1,450.0,0.0
246,2021-04-10,1163,1044,765544,1,350.0,0.0
247,2022-12-25,1149,1004,387010,4,1000.0,0.0
248,2020-11-28,1198,1040,678490,1,150.0,0.0
249,2024-09-23,1022,1024,606020,1,950.0,0.0
250,2023-12-24,1083,1017,606020,1,600.0,0.0
251,2021-03-06,1202,1036,483036,8,1600.0,0.0
252,2024-11-18,1144,1041,517509,1,300.0,0.0
253,2024-02-26,1048,1002,554605,1,550.0,0.0
254,2024-02-19,1151,1039,240932,1,450.0,0.0
255,2022-07-11,1104,1042,765544,5,2250.0,0.0
256,2024-04-26,1036,1026,757135,1,750.0,0.0
257,2023-01-19,1074,1023,517509,1,550.0,0.0
258,2024-06-01,1105,1021,765544,1,332.5,0.05
259,2024-12-10,1048,1025,536398,1,550.0,0.0
260,2022-12-02,1191,1042,678490,1,150.0,0.0
261,2023-09-19,1054,1021,517509,1,850.0,0.0
262,2024-01-12,1139,1015,387010,1,300.0,0.0
263,2024-01-23,1077,1013,636916,1,500.0,0.0
264,2024-05-12,1068,1005,536398,1,600.0,0.0
265,2024-01-23,1060,1007,728312,2,1000.0,0.0
266,2024-08-20,1015,1023,606020,1,950.0,0.0
267,2023-05-08,1183,1031,757135,1,250.0,0.0
268,2024-11-08,1132,1002,606020,1,300.0,0.0
269,2024-11-02,1004,1028,517509,1,900.0,0.0
270,2023-07-26,1039,1005,536398,1,855.0,0.1
271,2022-06-07,1202,1018,517509,7,1400.0,0.0
272,2023-05-07,1174,1028,240932,4,1200.0,0.0
273,2024-09-22,1012,1020,728312,1,600.0,0.0
274,2024-05-31,1075,1044,536398,4,1800.0,0.0
275,2023-01-19,1085,1040,517509,8,8800.0,0.0
276,2024-02-04,1082,1023,483036,1,1000.0,0.0
277,2019-05-26,1168,1011,554605,1,250.0,0.0
278,2022-05-16,1120,1025,678490,1,600.0,0.0
279,2023-05-04,1101,1017,756746,1,400.0,0.0
280,2020-04-21,1174,1012,765544,1,300.0,0.0
281,2024-11-07,1031,1007,554605,1,550.0,0.0
282,2021-07-22,1173,1013,678490,1,200.0,0.0
283,2024-10-02,1136,1021,678490,1,285.0,0.05
284,2024-06-11,1016,1005,240932,1,750.0,0.0
285,2024-12-02,1172,1030,483036,1,237.5,0.05
286,2024-04-23,1076,1037,240932,1,300.0,0.0
287,2023-08-02,1129,1025,240932,1,450.0,0.0
288,2024-08-03,1155,1003,756746,1,250.0,0.0
289,2019-03-08,1202,1042,636916,4,800.0,0.0
290,2024-12-27,1013,1042,636916,1,850.0,0.0
291,2024-07-09,1031,1035,794130,1,550.0,0.0
292,2024-02-22,1119,1038,636916,9,3150.0,0.0
293,2024-11-20,1002,1027,536398,1,1000.0,0.0
294,2024-10-23,1004,1044,240932,1,900.0,0.0
295,2023-06-16,1197,1034,240932,1,200.0,0.0
296,2024-10-05,1145,1033,387010,3,1350.0,0.0
297,2020-12-15,1172,1029,636916,5,1250.0,0.0
298,2024-10-27,1060,1012,240932,2,900.0,0.1
299,2024-12-10,1001,1007,765544,1,1080.0,0.1
300,2021-12-20,1167,1005,688043,1,250.0,0.0
301,2024-07-15,1040,1012,536398,1,712.5,0.05
302,2023-12-23,1121,1043,387010,1,400.0,0.0
303,2022-01-14,1175,1016,636916,1,250.0,0.0
304,2023-09-08,1045,1022,765544,1,617.5,0.05
305,2023-06-11,1041,1020,765544,2,1200.0,0.0
306,2022-12-29,1113,1023,678490,5,1750.0,0.0
307,2024-01-05,1037,1007,678490,2,1200.0,0.0
308,2024-07-21,1055,1027,756746,1,500.0,0.0
309,2024-11-29,1028,1027,728312,1,550.0,0.0
310,2020-11-09,1195,1041,728312,1,200.0,0.0
311,2021-01-15,1133,1026,757135,1,400.0,0.0
312,2024-02-02,1051,1012,688043,1,712.5,0.05
313,2019-04-25,1198,1023,606020,2,300.0,0.0
314,2023-01-13,1189,1016,765544,8,2000.0,0.0
315,2024-08-22,1024,1033,757135,1,1000.0,0.0
316,2024-12-16,1070,1038,728312,1,550.0,0.0
317,2024-12-15,1009,1024,240932,1,800.0,0.0
318,2024-12-14,1030,1035,728312,1,400.0,0.0
319,2022-08-21,1168,1026,678490,1,225.0,0.1
320,2021-07-09,1103,1024,757135,1,600.0,0.0
321,2020-06-16,1135,1036,765544,1,250.0,0.0
322,2024-11-17,1014,1035,678490,1,665.0,0.05
323,2023-08-11,1141,1002,678490,2,500.0,0.0
324,2024-12-10,1108,1026,757135,1,400.0,0.0
325,2023-10-12,1061,1026,765544,3,810.0,0.1
326,2022-02-04,1127,1003,756746,1,350.0,0.0
327,2023-12-29,1082,1001,536398,1,1000.0,0.0
328,2024-07-27,1133,1006,756746,1,400.0,0.0
329,2024-09-26,1032,1021,483036,1,300.0,0.0
330,2024-03-09,1157,1023,794130,3,600.0,0.0
331,2023-12-10,1067,1025,794130,1,665.0,0.05
332,2024-09-05,1024,1019,756746,8,8000.0,0.0
333,2024-07-13,1137,1004,483036,1,200.0,0.0
334,2022-09-21,1132,1031,240932,1,300.0,0.0
335,2024-09-19,1146,1031,554605,1,350.0,0.0
336,2023-12-07,1171,1026,536398,1,240.0,0.2
337,2024-01-29,1098,1024,756746,2,900.0,0.0
338,2021-12-23,1135,1042,387010,1,250.0,0.0
339,2023-08-12,1155,1010,636916,1,250.0,0.0
340,2023-01-12,1074,1017,757135,1,550.0,0.0
341,2023-03-30,1107,1023,757135,1,350.0,0.0
342,2022-08-10,1147,1035,728312,1,700.0,0.0
343,2024-07-24,1024,1018,517509,1,1000.0,0.0
344,2024-06-11,1031,1040,678490,4,2200.0,0.0
345,2023-07-19,1093,1022,678490,1,250.0,0.0
346,2024-01-17,1034,1024,554605,1,150.0,0.0
347,2021-07-24,1128,1032,387010,1,400.0,0.0
348,2024-08-26,1109,1014,757135,1,350.0,0.0
349,2021-07-23,1173,1014,688043,1,200.0,0.0
350,2021-07-25,1118,1002,517509,1,300.0,0.0
351,2024-06-30,1021,1044,606020,1,650.0,0.0
352,2024-12-27,1036,1010,517509,1,750.0,0.0
353,2021-09-29,1145,1022,765544,1,450.0,0.0
354,2024-12-23,1029,1044,636916,1,800.0,0.0
355,2024-11-10,1037,1004,483036,2,1200.0,0.0
356,2024-10-18,1005,1037,756746,2,2470.0,0.05
357,2022-08-05,1107,1013,554605,1,350.0,0.0
358,2024-10-16,1053,1041,757135,2,2800.0,0.0
359,2024-09-22,1001,1017,517509,1,1200.0,0.0
360,2024-02-10,1154,1035,678490,1,150.0,0.0
361,2023-06-04,1073,1021,756746,9,4050.0,0.0
362,2018-05-12,1190,1012,728312,1,200.0,0.0
363,2024-11-27,1008,1023,554605,2,2000.0,0.0
364,2024-09-24,1118,1004,728312,1,300.0,0.0
365,2023-11-17,1108,1003,765544,1,400.0,0.0
366,2024-02-11,1011,1042,688043,1,900.0,0.0
367,2023-12-19,1038,1024,517509,1,700.0,0.0
368,2024-09-11,1040,1004,636916,1,675.0,0.1
369,2023-05-17,1116,1027,240932,5,4500.0,0.0
370,2019-07-26,1166,1014,794130,1,300.0,0.0
371,2024-11-24,1004,1030,554605,1,900.0,0.0
372,2024-08-17,1169,1019,794130,1,200.0,0.0
373,2019-05-12,1187,1033,756746,3,1500.0,0.0
374,2024-04-21,1086,1044,483036,1,650.0,0.0
375,2021-02-24,1149,1043,483036,4,1000.0,0.0
376,2023-09-09,1111,1001,387010,1,332.5,0.05
377,2024-10-11,1081,1027,728312,1,600.0,0.0
378,2023-11-20,1172,1039,728312,1,225.0,0.1
379,2019-02-27,1194,1015,483036,1,250.0,0.0
380,2020-11-09,1134,1027,606020,1,300.0,0.0
381,2023-12-09,1080,1011,757135,1,500.0,0.0
382,2020-07-22,1195,1026,728312,1,200.0,0.0
383,2024-09-25,1004,1042,756746,1,900.0,0.0
384,2022-01-01,1104,1020,517509,1,450.0,0.0
385,2022-04-18,1177,1016,794130,2,560.0,0.2
386,2023-09-16,1173,1003,483036,2,400.0,0.0
387,2024-08-22,1070,1028,794130,1,550.0,0.0
388,2022-11-12,1114,1032,554605,1,360.0,0.2
389,2022-03-05,1099,1010,554605,1,550.0,0.0
390,2024-06-22,1093,1037,536398,1,250.0,0.0
391,2023-03-22,1041,1022,636916,1,600.0,0.0
392,2024-06-17,1054,1028,678490,1,850.0,0.0
393,2023-08-17,1117,1036,240932,1,500.0,0.0
394,2024-08-21,1054,1009,554605,1,850.0,0.0
395,2023-05-28,1161,1042,757135,1,250.0,0.0
396,2024-07-28,1011,1008,756746,1,900.0,0.0
397,2023-10-12,1036,1029,517509,1,750.0,0.0
398,2023-03-23,1119,1004,536398,1,350.0,0.0
399,2023-01-27,1131,1026,765544,1,350.0,0.0
400,2024-12-11,1017,1023,636916,1,900.0,0.0
401,2024-02-08,1074,1042,728312,1,550.0,0.0
402,2019-08-26,1175,1017,240932,1,250.0,0.0
403,2023-05-26,1091,1011,756746,1,300.0,0.0
404,2024-12-27,1017,1025,606020,2,1800.0,0.0
405,2021-10-10,1165,1032,757135,1,332.5,0.05
406,2023-06-16,1116,1037,678490,1,900.0,0.0
407,2023-10-07,1073,1019,728312,1,450.0,0.0
408,2024-12-01,1009,1014,765544,1,800.0,0.0
409,2024-10-01,1020,1039,688043,2,2200.0,0.0
410,2024-05-25,1162,1026,688043,1,400.0,0.0
411,2024-07-01,1083,1029,728312,1,570.0,0.05
412,2021-06-05,1143,1020,554605,1,250.0,0.0
413,2023-11-26,1123,1040,606020,1,200.0,0.0
414,2024-07-13,1065,1020,554605,1,630.0,0.1
415,2020-11-30,1147,1021,794130,1,700.0,0.0
416,2021-03-27,1186,1014,483036,4,800.0,0.0
417,2021-06-28,1134,1014,554605,1,300.0,0.0
418,2024-11-10,1017,1030,606020,1,900.0,0.0
419,2024-06-16,1149,1018,536398,2,500.0,0.0
420,2024-07-01,1026,1009,765544,1,400.0,0.0
421,2024-03-10,1075,1025,606020,1,450.0,0.0
422,2024-07-30,1059,1016,756746,1,332.5,0.05
423,2020-05-02,1148,1027,794130,2,800.0,0.0
424,2020-07-18,1151,1029,606020,1,427.5,0.05
425,2022-08-13,1096,1007,756746,1,300.0,0.0
426,2024-10-25,1031,1039,483036,1,550.0,0.0
427,2024-10-26,1027,1027,765544,1,350.0,0.0
428,2024-04-26,1189,1020,554605,1,225.0,0.1
429,2023-07-04,1081,1038,387010,1,600.0,0.0
430,2021-10-21,1120,1007,517509,3,1800.0,0.0
431,2023-05-27,1099,1004,387010,6,3300.0,0.0
432,2024-08-21,1037,1011,728312,1,600.0,0.0
433,2022-10-23,1148,1039,757135,1,400.0,0.0
434,2023-02-15,1090,1029,517509,2,1100.0,0.0
435,2024-05-17,1030,1004,536398,1,380.0,0.05
436,2023-03-10,1119,1022,678490,1,350.0,0.0
437,2022-11-11,1174,1004,688043,2,600.0,0.0
438,2024-03-02,1062,1015,688043,1,600.0,0.0
439,2024-06-11,1123,1035,606020,5,1000.0,0.0
440,2024-01-13,1052,1040,606020,3,1650.0,0.0
441,2022-12-25,1098,1004,606020,1,450.0,0.0
442,2024-09-24,1001,1040,678490,1,1200.0,0.0
443,2023-04-26,1126,1022,517509,1,250.0,0.0
444,2022-10-29,1076,1039,678490,1,300.0,0.0
445,2024-11-03,1102,1001,387010,2,700.0,0.0
446,2024-01-24,1044,1009,688043,1,400.0,0.0
447,2022-11-20,1091,1004,606020,1,300.0,0.0
448,2023-06-01,1044,1004,554605,1,400.0,0.0
449,2023-08-31,1040,1023,606020,3,2250.0,0.0
450,2024-05-16,1012,1043,728312,2,1200.0,0.0
451,2023-09-05,1060,1039,636916,1,500.0,0.0
452,2019-03-09,1195,1034,517509,1,200.0,0.0
453,2024-11-27,1016,1011,756746,5,3750.0,0.0
454,2024-08-30,1011,1043,606020,1,900.0,0.0
455,2023-11-28,1175,1006,756746,1,225.0,0.1
456,2024-10-28,1008,1035,517509,1,950.0,0.05
457,2022-03-28,1165,1041,728312,1,350.0,0.0
458,2021-08-13,1147,1035,240932,3,2100.0,0.0
459,2021-01-01,1152,1015,757135,1,350.0,0.0
460,2024-11-14,1090,1023,794130,1,550.0,0.0
461,2024-11-08,1045,1022,387010,1,650.0,0.0
462,2023-06-01,1114,1022,606020,1,450.0,0.0
463,2024-12-06,1003,1034,757135,1,800.0,0.0
464,2024-04-28,1152,1011,728312,1,350.0,0.0
465,2024-04-29,1074,1026,387010,1,550.0,0.0
466,2023-08-19,1118,1032,606020,1,300.0,0.0
467,2023-04-08,1145,1001,483036,1,450.0,0.0
468,2024-03-26,1123,1005,536398,1,200.0,0.0
469,2022-07-15,1092,1028,688043,1,350.0,0.0
470,2022-01-22,1181,1027,636916,1,250.0,0.0
471,2022-02-16,1109,1037,678490,1,350.0,0.0
472,2019-07-21,1173,1007,728312,1,200.0,0.0
473,2023-11-09,1091,1012,606020,1,300.0,0.0
474,2024-12-01,1028,1035,517509,1,550.0,0.0
475,2023-11-03,1080,1042,606020,1,500.0,0.0
476,2023-10-02,1203,1012,636916,1,200.0,0.0
477,2023-12-07,1093,1002,517509,1,250.0,0.0
478,2023-01-13,1100,1020,756746,1,450.0,0.0
479,2022-02-05,1187,1006,517509,2,1000.0,0.0
480,2023-06-01,1129,1021,554605,1,450.0,0.0
481,2023-11-21,1170,1033,536398,1,160.0,0.2
482,2020-12-17,1160,1021,688043,1,250.0,0.0
483,2024-06-29,1162,1035,606020,8,3200.0,0.0
484,2024-02-03,1067,1009,678490,1,700.0,0.0
485,2021-10-04,1119,1040,606020,1,350.0,0.0
486,2024-01-14,1090,1020,636916,3,1650.0,0.0
487,2024-10-02,1034,1022,636916,1,150.0,0.0
488,2023-06-08,1197,1011,728312,1,200.0,0.0
489,2023-01-14,1089,1015,240932,1,800.0,0.0
490,2021-11-14,1151,1034,606020,1,450.0,0.0
491,2022-06-20,1081,1032,606020,1,600.0,0.0
492,2022-08-21,1078,1009,554605,1,450.0,0.0
493,2020-04-27,1154,1019,765544,1,150.0,0.0
494,2022-01-23,1128,1025,387010,1,400.0,0.0
